Zone code,Region/Countries/Area,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
440,Lithuania,2020,Balance imports/exports (millions of US dollars),S,,-523,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2021,Balance imports/exports (millions of US dollars),S,,"-3,778",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
440,Lithuania,2022,Balance imports/exports (millions of US dollars),S,,"-8,608",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2005,Imports CIF (millions of US dollars),S,,"17,586",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2010,Imports CIF (millions of US dollars),S,,"20,400",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2015,Imports CIF (millions of US dollars),S,,"19,296",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2020,Imports CIF (millions of US dollars),S,,"20,883",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2021,Imports CIF (millions of US dollars),S,,"25,537",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2022,Imports CIF (millions of US dollars),S,,"26,068",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2005,Exports FOB (millions of US dollars),S,,"12,715",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2010,Exports FOB (millions of US dollars),S,,"13,911",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2015,Exports FOB (millions of US dollars),S,,"12,626",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2020,Exports FOB (millions of US dollars),S,,"13,506",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2021,Exports FOB (millions of US dollars),S,,"16,247",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2022,Exports FOB (millions of US dollars),S,,"16,810",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2005,Balance imports/exports (millions of US dollars),S,,"-4,871",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2010,Balance imports/exports (millions of US dollars),S,,"-6,489",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2015,Balance imports/exports (millions of US dollars),S,,"-6,671",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2020,Balance imports/exports (millions of US dollars),S,,"-7,377",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2021,Balance imports/exports (millions of US dollars),S,,"-9,290",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
442,Luxembourg,2022,Balance imports/exports (millions of US dollars),S,,"-9,258",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,1995,Imports CIF (millions of US dollars),G,,550,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2005,Imports CIF (millions of US dollars),G,,"1,686",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2010,Imports CIF (millions of US dollars),G,,"2,546",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2015,Imports CIF (millions of US dollars),G,,"2,961",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2020,Imports CIF (millions of US dollars),G,,"3,220",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2021,Imports CIF (millions of US dollars),G,,"4,408",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2022,Imports CIF (millions of US dollars),G,,"5,524",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,1995,Exports FOB (millions of US dollars),G,,360,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2005,Exports FOB (millions of US dollars),G,,836,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2010,Exports FOB (millions of US dollars),G,,"1,082",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2015,Exports FOB (millions of US dollars),G,,"2,164",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2020,Exports FOB (millions of US dollars),G,,"2,019",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2021,Exports FOB (millions of US dollars),G,,"2,788",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2022,Exports FOB (millions of US dollars),G,,"3,658",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,1995,Balance imports/exports (millions of US dollars),G,,-190,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2005,Balance imports/exports (millions of US dollars),G,,-850,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2010,Balance imports/exports (millions of US dollars),G,,"-1,464",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2015,Balance imports/exports (millions of US dollars),G,,-796,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2020,Balance imports/exports (millions of US dollars),G,,"-1,201",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2021,Balance imports/exports (millions of US dollars),G,,"-1,620",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
450,Madagascar,2022,Balance imports/exports (millions of US dollars),G,,"-1,866",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,1995,Imports CIF (millions of US dollars),G,,500,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2005,Imports CIF (millions of US dollars),G,,"1,165",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2010,Imports CIF (millions of US dollars),G,,"2,173",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2015,Imports CIF (millions of US dollars),G,,"2,312",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2020,Imports CIF (millions of US dollars),G,,"2,678",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2021,Imports CIF (millions of US dollars),G,,"3,073",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2022,Imports CIF (millions of US dollars),G,,"2,843",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,1995,Exports FOB (millions of US dollars),G,,433,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2005,Exports FOB (millions of US dollars),G,,495,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2010,Exports FOB (millions of US dollars),G,,"1,066",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2015,Exports FOB (millions of US dollars),G,,"1,080",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2020,Exports FOB (millions of US dollars),G,,771,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2021,Exports FOB (millions of US dollars),G,,"1,009",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2022,Exports FOB (millions of US dollars),G,,994,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,1995,Balance imports/exports (millions of US dollars),G,,-67,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2005,Balance imports/exports (millions of US dollars),G,,-670,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2010,Balance imports/exports (millions of US dollars),G,,"-1,107",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2015,Balance imports/exports (millions of US dollars),G,,"-1,232",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2020,Balance imports/exports (millions of US dollars),G,,"-1,907",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2021,Balance imports/exports (millions of US dollars),G,,"-2,064",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
454,Malawi,2022,Balance imports/exports (millions of US dollars),G,,"-1,848",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,1995,Imports CIF (millions of US dollars),G,,"77,046",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2005,Imports CIF (millions of US dollars),G,,"114,290",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2010,Imports CIF (millions of US dollars),G,,"164,586",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2015,Imports CIF (millions of US dollars),G,,"176,175",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2020,Imports CIF (millions of US dollars),G,,"190,405",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2021,Imports CIF (millions of US dollars),G,,"238,250",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2022,Imports CIF (millions of US dollars),G,,"294,093",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,1995,Exports FOB (millions of US dollars),G,,"73,778",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2005,Exports FOB (millions of US dollars),G,,"141,624",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2010,Exports FOB (millions of US dollars),G,,"198,791",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2015,Exports FOB (millions of US dollars),G,,"200,211",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2020,Exports FOB (millions of US dollars),G,,"234,050",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2021,Exports FOB (millions of US dollars),G,,"299,230",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2022,Exports FOB (millions of US dollars),G,,"352,565",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,1995,Balance imports/exports (millions of US dollars),G,,"-3,267",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2005,Balance imports/exports (millions of US dollars),G,,"27,334",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2010,Balance imports/exports (millions of US dollars),G,,"34,204",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2015,Balance imports/exports (millions of US dollars),G,,"24,036",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2020,Balance imports/exports (millions of US dollars),G,,"43,646",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2021,Balance imports/exports (millions of US dollars),G,,"60,981",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
458,Malaysia,2022,Balance imports/exports (millions of US dollars),G,,"58,472",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,1995,Imports CIF (millions of US dollars),G,,268,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2005,Imports CIF (millions of US dollars),G,,745,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2010,Imports CIF (millions of US dollars),G,,"1,095","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2015,Imports CIF (millions of US dollars),G,,"1,897","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2020,Imports CIF (millions of US dollars),G,,"1,838","Estimate.;As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2021,Imports CIF (millions of US dollars),G,,"2,574","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2022,Imports CIF (millions of US dollars),G,,"3,515","Estimate.;As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,1995,Exports FOB (millions of US dollars),G,,50,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2005,Exports FOB (millions of US dollars),G,,154,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2010,Exports FOB (millions of US dollars),G,,74,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2015,Exports FOB (millions of US dollars),G,,144,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2020,Exports FOB (millions of US dollars),G,,163,"Estimate.;As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2021,Exports FOB (millions of US dollars),G,,151,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2022,Exports FOB (millions of US dollars),G,,159,"Estimate.;As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,1995,Balance imports/exports (millions of US dollars),G,,-218,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2005,Balance imports/exports (millions of US dollars),G,,-591,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2010,Balance imports/exports (millions of US dollars),G,,"-1,021","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2015,Balance imports/exports (millions of US dollars),G,,"-1,753","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2020,Balance imports/exports (millions of US dollars),G,,"-1,675","Estimate.;As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2021,Balance imports/exports (millions of US dollars),G,,"-2,422","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
462,Maldives,2022,Balance imports/exports (millions of US dollars),G,,"-3,356","Estimate.;As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was implemented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,1995,Imports CIF (millions of US dollars),G,,774,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2005,Imports CIF (millions of US dollars),G,,"1,544",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2010,Imports CIF (millions of US dollars),G,,"4,704",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2015,Imports CIF (millions of US dollars),G,,"3,169",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2020,Imports CIF (millions of US dollars),G,,"6,269",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2021,Imports CIF (millions of US dollars),G,,"7,463",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2022,Imports CIF (millions of US dollars),G,,"6,680",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,1995,Exports FOB (millions of US dollars),G,,443,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2005,Exports FOB (millions of US dollars),G,,"1,075",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2010,Exports FOB (millions of US dollars),G,,"1,996",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2015,Exports FOB (millions of US dollars),G,,"2,530",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2020,Exports FOB (millions of US dollars),G,,"4,912",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2021,Exports FOB (millions of US dollars),G,,"4,998",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2022,Exports FOB (millions of US dollars),G,,"5,177",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,1995,Balance imports/exports (millions of US dollars),G,,-331,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2005,Balance imports/exports (millions of US dollars),G,,-468,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2010,Balance imports/exports (millions of US dollars),G,,"-2,707",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2015,Balance imports/exports (millions of US dollars),G,,-639,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2020,Balance imports/exports (millions of US dollars),G,,"-1,357",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2021,Balance imports/exports (millions of US dollars),G,,"-2,465",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
466,Mali,2022,Balance imports/exports (millions of US dollars),G,,"-1,503",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,1995,Imports CIF (millions of US dollars),G,,"2,942",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2005,Imports CIF (millions of US dollars),G,,"3,865",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2010,Imports CIF (millions of US dollars),G,,"5,732",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2015,Imports CIF (millions of US dollars),G,,"6,788",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2020,Imports CIF (millions of US dollars),G,,"5,736",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2021,Imports CIF (millions of US dollars),G,,"7,141",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2022,Imports CIF (millions of US dollars),G,,"8,563",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,1995,Exports FOB (millions of US dollars),G,,"1,913",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2005,Exports FOB (millions of US dollars),G,,"2,431",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2010,Exports FOB (millions of US dollars),G,,"3,717",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2015,Exports FOB (millions of US dollars),G,,"3,915",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2020,Exports FOB (millions of US dollars),G,,"2,832",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2021,Exports FOB (millions of US dollars),G,,"3,067",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2022,Exports FOB (millions of US dollars),G,,"3,257",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,1995,Balance imports/exports (millions of US dollars),G,,"-1,029",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2005,Balance imports/exports (millions of US dollars),G,,"-1,435",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2010,Balance imports/exports (millions of US dollars),G,,"-2,015",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2015,Balance imports/exports (millions of US dollars),G,,"-2,873",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2020,Balance imports/exports (millions of US dollars),G,,"-2,904",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2021,Balance imports/exports (millions of US dollars),G,,"-4,074",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
470,Malta,2022,Balance imports/exports (millions of US dollars),G,,"-5,305",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,1995,Imports CIF (millions of US dollars),G,,75,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2005,Imports CIF (millions of US dollars),G,,68,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2010,Imports CIF (millions of US dollars),G,,76,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2015,Imports CIF (millions of US dollars),G,,84,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2020,Imports CIF (millions of US dollars),G,,"13,565",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2021,Imports CIF (millions of US dollars),G,,"14,708",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,2022,Imports CIF (millions of US dollars),G,,"17,144",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
584,Marshall Islands,1995,Exports FOB (millions of US dollars),G,,23,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
