Zone code,Region/Countries/Area,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
705,Slovenia,2022,Imports CIF (millions of US dollars),S,,"59,723",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,1995,Exports FOB (millions of US dollars),S,,"8,316",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2005,Exports FOB (millions of US dollars),S,,"17,896",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2010,Exports FOB (millions of US dollars),S,,"24,435",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2015,Exports FOB (millions of US dollars),S,,"26,587",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2020,Exports FOB (millions of US dollars),S,,"37,471",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2021,Exports FOB (millions of US dollars),S,,"46,692",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2022,Exports FOB (millions of US dollars),S,,"55,479",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,1995,Balance imports/exports (millions of US dollars),S,,"-1,176",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2005,Balance imports/exports (millions of US dollars),S,,"-1,730",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2010,Balance imports/exports (millions of US dollars),S,,"-2,157",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2015,Balance imports/exports (millions of US dollars),S,,717,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2020,Balance imports/exports (millions of US dollars),S,,958,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2021,Balance imports/exports (millions of US dollars),S,,"-2,375",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
705,Slovenia,2022,Balance imports/exports (millions of US dollars),S,,"-4,244",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,1995,Imports CIF (millions of US dollars),S,,154,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2005,Imports CIF (millions of US dollars),S,,139,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2010,Imports CIF (millions of US dollars),S,,328,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2015,Imports CIF (millions of US dollars),S,,466,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2020,Imports CIF (millions of US dollars),S,,443,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2021,Imports CIF (millions of US dollars),S,,575,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2022,Imports CIF (millions of US dollars),S,,643,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,1995,Exports FOB (millions of US dollars),S,,168,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2005,Exports FOB (millions of US dollars),S,,70,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2010,Exports FOB (millions of US dollars),S,,215,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2015,Exports FOB (millions of US dollars),S,,400,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2020,Exports FOB (millions of US dollars),S,,366,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2021,Exports FOB (millions of US dollars),S,,356,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2022,Exports FOB (millions of US dollars),S,,379,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,1995,Balance imports/exports (millions of US dollars),S,,14,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2005,Balance imports/exports (millions of US dollars),S,,-68,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2010,Balance imports/exports (millions of US dollars),S,,-112,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2015,Balance imports/exports (millions of US dollars),S,,-65,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2020,Balance imports/exports (millions of US dollars),S,,-77,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2021,Balance imports/exports (millions of US dollars),S,,-219,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
90,Solomon Islands,2022,Balance imports/exports (millions of US dollars),S,,-265,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,1995,Imports CIF (millions of US dollars),G,,38,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2005,Imports CIF (millions of US dollars),G,,469,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2010,Imports CIF (millions of US dollars),G,,496,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2015,Imports CIF (millions of US dollars),G,,525,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2020,Imports CIF (millions of US dollars),G,,"3,269",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2021,Imports CIF (millions of US dollars),G,,"3,509",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2022,Imports CIF (millions of US dollars),G,,"3,871",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,1995,Exports FOB (millions of US dollars),G,,38,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2005,Exports FOB (millions of US dollars),G,,379,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2010,Exports FOB (millions of US dollars),G,,568,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2015,Exports FOB (millions of US dollars),G,,853,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2020,Exports FOB (millions of US dollars),G,,503,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2021,Exports FOB (millions of US dollars),G,,527,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2022,Exports FOB (millions of US dollars),G,,639,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,1995,Balance imports/exports (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2005,Balance imports/exports (millions of US dollars),G,,-90,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2010,Balance imports/exports (millions of US dollars),G,,72,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2015,Balance imports/exports (millions of US dollars),G,,328,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2020,Balance imports/exports (millions of US dollars),G,,"-2,766",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2021,Balance imports/exports (millions of US dollars),G,,"-2,982",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
706,Somalia,2022,Balance imports/exports (millions of US dollars),G,,"-3,232",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2005,Imports CIF (millions of US dollars),G,,"55,033",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2010,Imports CIF (millions of US dollars),G,,"83,100",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2015,Imports CIF (millions of US dollars),G,,"85,511",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2020,Imports CIF (millions of US dollars),G,,"68,943",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2021,Imports CIF (millions of US dollars),G,,"93,440",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2022,Imports CIF (millions of US dollars),G,,"111,880",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2005,Exports FOB (millions of US dollars),G,,"46,991",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2010,Exports FOB (millions of US dollars),G,,"82,631",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2015,Exports FOB (millions of US dollars),G,,"80,264",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2020,Exports FOB (millions of US dollars),G,,"85,227",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2021,Exports FOB (millions of US dollars),G,,"121,321",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2022,Exports FOB (millions of US dollars),G,,"121,616",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2005,Balance imports/exports (millions of US dollars),G,,"-8,042",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2010,Balance imports/exports (millions of US dollars),G,,-469,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2015,Balance imports/exports (millions of US dollars),G,,"-5,246",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2020,Balance imports/exports (millions of US dollars),G,,"16,284",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2021,Balance imports/exports (millions of US dollars),G,,"27,882",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
710,South Africa,2022,Balance imports/exports (millions of US dollars),G,,"9,736",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2015,Imports CIF (millions of US dollars),G,,635,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2020,Imports CIF (millions of US dollars),G,,"1,006",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2021,Imports CIF (millions of US dollars),G,,"1,109",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2022,Imports CIF (millions of US dollars),G,,"1,312",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2015,Exports FOB (millions of US dollars),G,,"3,103",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2020,Exports FOB (millions of US dollars),G,,783,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2021,Exports FOB (millions of US dollars),G,,812,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2022,Exports FOB (millions of US dollars),G,,522,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2015,Balance imports/exports (millions of US dollars),G,,"2,468",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2020,Balance imports/exports (millions of US dollars),G,,-222,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2021,Balance imports/exports (millions of US dollars),G,,-297,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
728,South Sudan,2022,Balance imports/exports (millions of US dollars),G,,-791,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,1995,Imports CIF (millions of US dollars),S,,"113,399",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2005,Imports CIF (millions of US dollars),S,,"289,611",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2010,Imports CIF (millions of US dollars),S,,"315,547",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2015,Imports CIF (millions of US dollars),S,,"304,708",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2020,Imports CIF (millions of US dollars),S,,"329,739",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2021,Imports CIF (millions of US dollars),S,,"426,060",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2022,Imports CIF (millions of US dollars),S,,"499,055",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,1995,Exports FOB (millions of US dollars),S,,"89,616",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2005,Exports FOB (millions of US dollars),S,,"192,798",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2010,Exports FOB (millions of US dollars),S,,"246,265",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2015,Exports FOB (millions of US dollars),S,,"276,959",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2020,Exports FOB (millions of US dollars),S,,"312,081",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2021,Exports FOB (millions of US dollars),S,,"391,559",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2022,Exports FOB (millions of US dollars),S,,"424,286",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,1995,Balance imports/exports (millions of US dollars),S,,"-23,783",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2005,Balance imports/exports (millions of US dollars),S,,"-96,812",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2010,Balance imports/exports (millions of US dollars),S,,"-69,282",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2015,Balance imports/exports (millions of US dollars),S,,"-27,750",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2020,Balance imports/exports (millions of US dollars),S,,"-17,658",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2021,Balance imports/exports (millions of US dollars),S,,"-34,501",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
724,Spain,2022,Balance imports/exports (millions of US dollars),S,,"-74,769",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,1995,Imports CIF (millions of US dollars),G,,"4,756",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2005,Imports CIF (millions of US dollars),G,,"8,307",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2010,Imports CIF (millions of US dollars),G,,"12,354",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2015,Imports CIF (millions of US dollars),G,,"18,967",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2020,Imports CIF (millions of US dollars),G,,"15,607",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2021,Imports CIF (millions of US dollars),G,,"21,502",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2022,Imports CIF (millions of US dollars),G,,"17,560",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,1995,Exports FOB (millions of US dollars),G,,"3,790",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2005,Exports FOB (millions of US dollars),G,,"6,160",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2010,Exports FOB (millions of US dollars),G,,"8,304",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2015,Exports FOB (millions of US dollars),G,,"10,440",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2020,Exports FOB (millions of US dollars),G,,"10,707",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2021,Exports FOB (millions of US dollars),G,,"13,331",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2022,Exports FOB (millions of US dollars),G,,"13,592",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,1995,Balance imports/exports (millions of US dollars),G,,-966,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2005,Balance imports/exports (millions of US dollars),G,,"-2,147",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2010,Balance imports/exports (millions of US dollars),G,,"-4,050",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2015,Balance imports/exports (millions of US dollars),G,,"-8,528",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2020,Balance imports/exports (millions of US dollars),G,,"-4,900",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2021,Balance imports/exports (millions of US dollars),G,,"-8,171",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
144,Sri Lanka,2022,Balance imports/exports (millions of US dollars),G,,"-3,967",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2005,Imports CIF (millions of US dollars),G,,"2,668",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2010,Imports CIF (millions of US dollars),G,,"3,959",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2015,Imports CIF (millions of US dollars),G,,"5,225",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2020,Imports CIF (millions of US dollars),G,,"6,063",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2021,Imports CIF (millions of US dollars),G,,"7,829",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2022,Imports CIF (millions of US dollars),G,,"9,996",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2005,Exports FOB (millions of US dollars),G,,335,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2010,Exports FOB (millions of US dollars),G,,576,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2015,Exports FOB (millions of US dollars),G,,958,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2020,Exports FOB (millions of US dollars),G,,"1,055",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2021,Exports FOB (millions of US dollars),G,,"1,358",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2022,Exports FOB (millions of US dollars),G,,"1,475",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2005,Balance imports/exports (millions of US dollars),G,,"-2,332",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2010,Balance imports/exports (millions of US dollars),G,,"-3,383",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2015,Balance imports/exports (millions of US dollars),G,,"-4,268",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2020,Balance imports/exports (millions of US dollars),G,,"-5,009",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2021,Balance imports/exports (millions of US dollars),G,,"-6,471",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
275,State of Palestine,2022,Balance imports/exports (millions of US dollars),G,,"-8,520",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2015,Imports CIF (millions of US dollars),G,,"8,413",Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2020,Imports CIF (millions of US dollars),G,,"12,069",Estimate.;Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2021,Imports CIF (millions of US dollars),G,,"11,296",Estimate.;Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2022,Imports CIF (millions of US dollars),G,,"16,828",Estimate.;Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2015,Exports FOB (millions of US dollars),G,,"5,588",Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2020,Exports FOB (millions of US dollars),G,,"1,893",Estimate.;Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2021,Exports FOB (millions of US dollars),G,,"2,219",Estimate.;Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2022,Exports FOB (millions of US dollars),G,,"3,102",Estimate.;Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2015,Balance imports/exports (millions of US dollars),G,,"-2,826",Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
729,Sudan,2020,Balance imports/exports (millions of US dollars),G,,"-10,176",Estimate.;Data up to 2011 refer to former Sudan (including South Sudan) and data beginning 2012 is attributed to Sudan without South Sudan.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
